pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,Space,CoRoT,0,1.9000693,0.0000028,-0.0000028,0,1.31,0.18,-0.18,0,1099.6918,120.7754,-120.7754,0,3.46,0.38,-0.38,0,,,,,,5440,100,-100,0,0.95,0.15,-0.15,0,0.6,0,-0.6,0,764.889,27.614,-25.784,14.8009,0.001211,-0.001211
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,Space,CoRoT,0,1.9000693,0.0000028,-0.0000028,0,1.251,0.083,-0.083,0,1039.3041,54.0311,-54.0311,0,3.27,0.17,-0.17,0,1490,45,-45,0,,5440,100,-100,0,0.86,0.06,-0.06,0,,,,,764.889,27.614,-25.784,14.8009,0.001211,-0.001211
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,Space,CoRoT,0,3.89713,0.00002,-0.00002,0,1.29,0.03,-0.03,0,352.78,19.07,-19.07,0,1.11,0.06,-0.06,0,2000,150,-150,0,F9 V,6090,70,-70,0,1.21,0.05,-0.05,0,5,1,-1,0,790.663,26.737,-25.071,13.7831,0.000558,-0.000558
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,Space,CoRoT,0,3.89713,0.00002,-0.00002,0,1.19,0.26,-0.069,0,346.4347,29.55819,-24.79074,0,1.09,0.093,-0.078,0,1630,150,-40,0,,6090,70,-70,0,1.18,0.13,-0.08,0,4.9,0.7,-1.7,0,790.663,26.737,-25.071,13.7831,0.000558,-0.000558
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,Space,CoRoT,0,3.89713,0.00002,-0.00002,0,1.29,0.03,-0.03,0,367.09365,22.88376,-22.88376,0,1.155,0.072,-0.072,0,,,,,,6090,70,-70,0,1.21,0.05,-0.05,0,5,1,-1,0,790.663,26.737,-25.071,13.7831,0.000558,-0.000558
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,Space,CoRoT,0,1.7429964,0.0000017,-0.0000017,0,1.465,0.029,-0.029,0,1051.973,50.851,-50.851,0,3.31,0.16,-0.16,0,,,,,,,,,,,,,,,,,,213.283,2.485,-2.43,12.2489,0.000911,-0.000911
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,Space,CoRoT,0,1.7429935,0.000001,-0.000001,0,1.466,0.042,-0.044,0,1102.82,69.92,-69.92,0,3.47,0.22,-0.22,0,,,,,,5625,120,-120,0,0.96,0.08,-0.08,0,2.7,3.2,-2.7,0,213.283,2.485,-2.43,12.2489,0.000911,-0.000911
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,Space,CoRoT,0,1.7429975,0.0000002,-0.0000002,0,1.414,0.064,-0.064,0,1052.0173,50.8528,-50.8528,0,3.31,0.16,-0.16,0,1535,21,-21,0,,5625,120,-120,0,0.97,0.06,-0.06,0,,,,,213.283,2.485,-2.43,12.2489,0.000911,-0.000911
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,Space,CoRoT,0,1.7429935,0.000001,-0.000001,0,1.47,0.032,-0.032,0,1150.5446,50.8528,-50.8528,0,3.62,0.16,-0.16,0,1548,22,-22,0,,5696,70,-70,0,1.02,0.05,-0.05,0,0.6,2.4,-2.2,0,213.283,2.485,-2.43,12.2489,0.000911,-0.000911
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,Space,CoRoT,0,1.74299673,0.00000031,-0.00000031,0,1.466,0.042,-0.044,0,1048.839,60.3877,-57.2094,0,3.3,0.19,-0.18,0,,,,,,5625,120,-120,0,0.97,0.06,-0.06,0,2.7,3.2,-2.7,0,213.283,2.485,-2.43,12.2489,0.000911,-0.000911
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,Space,CoRoT,0,1.7429935,0.000001,-0.000001,0,1.46,0.031,-0.031,0,1134.6531,50.8528,-50.8528,0,3.57,0.16,-0.16,0,1521,18,-18,0,,5598,50,-50,0,1,0.05,-0.05,0,1.2,1.9,-2.1,0,213.283,2.485,-2.43,12.2489,0.000911,-0.000911
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,Space,CoRoT,0,9.24285,0.0003,-0.0003,0,0.84,0.04,-0.04,0,1344.4209,82.6358,-79.4575,0,4.23,0.26,-0.25,0,,,,,,5880,90,-90,0,1.14,0.08,-0.08,0,0.1,0.8,-0.04,0,844.061,24.171,-22.883,14.4686,0.000412,-0.000412
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,Space,CoRoT,0,9.24318,0.000009,-0.000009,0,1,0.18,-0.21,0,1315.8162,114.4188,-95.349,0,4.14,0.36,-0.3,0,1024,16,-16,0,,,,,,1.1,0.1,-0.1,0,4,1.3,-1.3,0,844.061,24.171,-22.883,14.4686,0.000412,-0.000412
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,Space,CoRoT,0,9.24285,0.0003,-0.0003,0,,,,,1366.669,63.566,-63.566,0,4.3,0.2,-0.2,0,,,,,,,,,,1.14,0.08,-0.08,0,,,,,844.061,24.171,-22.883,14.4686,0.000412,-0.000412
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,Space,CoRoT,0,9.24285,0.0003,-0.0003,0,0.84,0.04,-0.04,0,1347.54,73.1,-73.1,0,4.24,0.23,-0.23,0,1002,24,-24,0,G2 V,5880,90,-90,0,1.14,0.08,-0.08,0,0.1,0.8,-0.04,0,844.061,24.171,-22.883,14.4686,0.000412,-0.000412
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,Space,CoRoT,0,9.24285,0.0003,-0.0003,0,1.16,0.26,-0.26,0,1608.2198,114.4188,-114.4188,0,5.06,0.36,-0.36,0,1100,150,-150,0,,5880,90,-90,0,1.11,0.1,-0.1,0,5.9,1.8,-11.5,0,844.061,24.171,-22.883,14.4686,0.000412,-0.000412
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,Space,CoRoT,0,2.72474,0.00014,-0.00014,0,1.3,0.14,-0.14,0,718.2958,98.5273,-98.5273,0,2.26,0.31,-0.31,0,,,,,F8 IV,6200,100,-100,0,1.29,0.09,-0.09,0,4.1,0.1,-0.5,0,,,,15.8558,0.001968,-0.001968
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,Space,CoRoT,0,2.72474,0.00014,-0.00014,0,1.3,0.14,-0.14,0,705.5826,177.9848,-177.9848,0,2.22,0.56,-0.56,0,,,,,,6200,100,-100,0,1.29,0.09,-0.09,0,4.1,0.5,-0.3,0,,,,15.8558,0.001968,-0.001968
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,Space,CoRoT,0,9.75598,0.00011,-0.00011,0,0.435,0.015,-0.035,0,12.2,14,-8.8,0,0.038,0.044,-0.028,0,885,53,-280,0,G3 V,5939,54,-120,0,1.1,0.05,-0.05,0,3.3,2,-2,0,627.158,11.187,-10.808,13.7305,0.000304,-0.000304
